DATE,DAY_OF_THE_WEEK,TTS,TTB,TTM
2021-07-20 00:00:00,Thuesday,110.57,108.57,109.57
2021-07-21 00:00:00,Wednesday,110.98,108.98,109.98
2021-07-22 00:00:00,Thursday,,,
2021-07-23 00:00:00,Friday,,,
2021-07-24 00:00:00,Saturday,,,
2021-07-25 00:00:00,Sunday,,,
2021-07-26 00:00:00,Monday,111.54,109.54,110.54
2021-07-27 00:00:00,Thuesday,111.25,109.25,110.25
2021-07-28 00:00:00,Wednesday,110.86,108.86,109.86
2021-07-29 00:00:00,Thursday,110.73,108.73,109.73
2021-07-30 00:00:00,Friday,110.49,108.49,109.49
2021-07-31 00:00:00,Saturday,,,
2021-08-01 00:00:00,Sunday,,,
2021-08-02 00:00:00,Monday,110.65,108.65,109.65
2021-08-03 00:00:00,Thuesday,110.33,108.33,109.33
2021-08-04 00:00:00,Wednesday,110.07,108.07,109.07
2021-08-05 00:00:00,Thursday,110.66,108.66,109.66
2021-08-06 00:00:00,Friday,110.89,108.89,109.89
2021-08-07 00:00:00,Saturday,,,
2021-08-08 00:00:00,Sunday,,,
2021-08-09 00:00:00,Monday,,,
2021-08-10 00:00:00,Thuesday,111.36,109.36,110.36
2021-08-11 00:00:00,Wednesday,111.69,109.69,110.69
2021-08-12 00:00:00,Thursday,111.37,109.37,110.37
2021-08-13 00:00:00,Friday,111.46,109.46,110.46
2021-08-14 00:00:00,Saturday,,,
2021-08-15 00:00:00,Sunday,,,
2021-08-16 00:00:00,Monday,110.51,108.51,109.51
2021-08-17 00:00:00,Thuesday,110.23,108.23,109.23
2021-08-18 00:00:00,Wednesday,110.55,108.55,109.55
2021-08-19 00:00:00,Thursday,110.99,108.99,109.99
2021-08-20 00:00:00,Friday,110.89,108.89,109.89
2021-08-21 00:00:00,Saturday,,,
2021-08-22 00:00:00,Sunday,,,
2021-08-23 00:00:00,Monday,110.85,108.85,109.85
2021-08-24 00:00:00,Thuesday,110.77,108.77,109.77
2021-08-25 00:00:00,Wednesday,110.86,108.86,109.86
2021-08-26 00:00:00,Thursday,111.07,109.07,110.07
2021-08-27 00:00:00,Friday,111.0,109.0,110.0
2021-08-28 00:00:00,Saturday,,,
2021-08-29 00:00:00,Sunday,,,
2021-08-30 00:00:00,Monday,110.74,108.74,109.74
2021-08-31 00:00:00,Thuesday,110.9,108.9,109.9
2021-09-01 00:00:00,Wednesday,111.19,109.19,110.19
2021-09-02 00:00:00,Thursday,111.0,109.0,110.0
2021-09-03 00:00:00,Friday,110.94,108.94,109.94
2021-09-04 00:00:00,Saturday,,,
2021-09-05 00:00:00,Sunday,,,
2021-09-06 00:00:00,Monday,110.83,108.83,109.83
2021-09-07 00:00:00,Thuesday,110.78,108.78,109.78
2021-09-08 00:00:00,Wednesday,111.27,109.27,110.27
2021-09-09 00:00:00,Thursday,111.23,109.23,110.23
2021-09-10 00:00:00,Friday,110.78,108.78,109.78
2021-09-11 00:00:00,Saturday,,,
2021-09-12 00:00:00,Sunday,,,
2021-09-13 00:00:00,Monday,110.98,108.98,109.98
2021-09-14 00:00:00,Thuesday,111.05,109.05,110.05
2021-09-15 00:00:00,Wednesday,110.65,108.65,109.65
2021-09-16 00:00:00,Thursday,110.41,108.41,109.41
2021-09-17 00:00:00,Friday,110.81,108.81,109.81
2021-09-18 00:00:00,Saturday,,,
2021-09-19 00:00:00,Sunday,,,
2021-09-20 00:00:00,Monday,,,
2021-09-21 00:00:00,Thuesday,110.57,108.57,109.57
2021-09-22 00:00:00,Wednesday,110.22,108.22,109.22
2021-09-23 00:00:00,Thursday,,,
2021-09-24 00:00:00,Friday,111.41,109.41,110.41
2021-09-25 00:00:00,Saturday,,,
2021-09-26 00:00:00,Sunday,,,
2021-09-27 00:00:00,Monday,111.75,109.75,110.75
2021-09-28 00:00:00,Thuesday,112.04,110.04,111.04
2021-09-29 00:00:00,Wednesday,112.65,110.65,111.65
2021-09-30 00:00:00,Thursday,112.92,110.92,111.92
2021-10-01 00:00:00,Friday,112.43,110.43,111.43
2021-10-02 00:00:00,Saturday,,,
2021-10-03 00:00:00,Sunday,,,
2021-10-04 00:00:00,Monday,111.99,109.99,110.99
2021-10-05 00:00:00,Thuesday,111.91,109.91,110.91
2021-10-06 00:00:00,Wednesday,112.63,110.63,111.63
2021-10-07 00:00:00,Thursday,112.4,110.4,111.4
2021-10-08 00:00:00,Friday,112.73,110.73,111.73
2021-10-09 00:00:00,Saturday,,,
2021-10-10 00:00:00,Sunday,,,
2021-10-11 00:00:00,Monday,113.3,111.3,112.3
2021-10-12 00:00:00,Thuesday,114.5,112.5,113.5
2021-10-13 00:00:00,Wednesday,114.49,112.49,113.49
2021-10-14 00:00:00,Thursday,114.39,112.39,113.39
2021-10-15 00:00:00,Friday,114.89,112.89,113.89
2021-10-16 00:00:00,Saturday,,,
2021-10-17 00:00:00,Sunday,,,
2021-10-18 00:00:00,Monday,115.27,113.27,114.27
2021-10-19 00:00:00,Thuesday,115.2,113.2,114.2
2021-10-20 00:00:00,Wednesday,115.68,113.68,114.68
2021-10-21 00:00:00,Thursday,115.28,113.28,114.28
2021-10-22 00:00:00,Friday,115.03,113.03,114.03
2021-10-23 00:00:00,Saturday,,,
2021-10-24 00:00:00,Sunday,,,
2021-10-25 00:00:00,Monday,114.72,112.72,113.72
2021-10-26 00:00:00,Thuesday,114.83,112.83,113.83
2021-10-27 00:00:00,Wednesday,115.12,113.12,114.12
2021-10-28 00:00:00,Thursday,114.87,112.87,113.87
2021-10-29 00:00:00,Friday,114.67,112.67,113.67
2021-10-30 00:00:00,Saturday,,,
2021-10-31 00:00:00,Sunday,,,
2021-11-01 00:00:00,Monday,115.09,113.09,114.09
2021-11-02 00:00:00,Thuesday,115.11,113.11,114.11
2021-11-03 00:00:00,Wednesday,,,
2021-11-04 00:00:00,Thursday,115.14,113.14,114.14
2021-11-05 00:00:00,Friday,114.78,112.78,113.78
2021-11-06 00:00:00,Saturday,,,
2021-11-07 00:00:00,Sunday,,,
2021-11-08 00:00:00,Monday,114.62,112.62,113.62
2021-11-09 00:00:00,Thuesday,114.27,112.27,113.27
2021-11-10 00:00:00,Wednesday,113.86,111.86,112.86
2021-11-11 00:00:00,Thursday,114.96,112.96,113.96
2021-11-12 00:00:00,Friday,115.25,113.25,114.25
2021-11-13 00:00:00,Saturday,,,
2021-11-14 00:00:00,Sunday,,,
2021-11-15 00:00:00,Monday,115.0,113.0,114.0
2021-11-16 00:00:00,Thuesday,115.21,113.21,114.21
2021-11-17 00:00:00,Wednesday,115.87,113.87,114.87
2021-11-18 00:00:00,Thursday,115.18,113.18,114.18
2021-11-19 00:00:00,Friday,115.36,113.36,114.36
2021-11-20 00:00:00,Saturday,,,
2021-11-21 00:00:00,Sunday,,,
2021-11-22 00:00:00,Monday,115.1,113.1,114.1
2021-11-23 00:00:00,Thuesday,,,
2021-11-24 00:00:00,Wednesday,116.21,114.21,115.21
2021-11-25 00:00:00,Thursday,116.33,114.33,115.33
2021-11-26 00:00:00,Friday,115.93,113.93,114.93
2021-11-27 00:00:00,Saturday,,,
2021-11-28 00:00:00,Sunday,,,
2021-11-29 00:00:00,Monday,114.77,112.77,113.77
2021-11-30 00:00:00,Thuesday,114.77,112.77,113.77
2021-12-01 00:00:00,Wednesday,114.26,112.26,113.26
2021-12-02 00:00:00,Thursday,113.98,111.98,112.98
2021-12-03 00:00:00,Friday,114.1,112.1,113.1
2021-12-04 00:00:00,Saturday,,,
2021-12-05 00:00:00,Sunday,,,
2021-12-06 00:00:00,Monday,114.08,112.08,113.08
2021-12-07 00:00:00,Thuesday,114.5,112.5,113.5
2021-12-08 00:00:00,Wednesday,114.57,112.57,113.57
2021-12-09 00:00:00,Thursday,114.82,112.82,113.82
2021-12-10 00:00:00,Friday,114.47,112.47,113.47
2021-12-11 00:00:00,Saturday,,,
2021-12-12 00:00:00,Sunday,,,
2021-12-13 00:00:00,Monday,114.56,112.56,113.56
2021-12-14 00:00:00,Thuesday,114.68,112.68,113.68
2021-12-15 00:00:00,Wednesday,114.8,112.8,113.8
2021-12-16 00:00:00,Thursday,115.21,113.21,114.21
2021-12-17 00:00:00,Friday,114.87,112.87,113.87
2021-12-18 00:00:00,Saturday,,,
2021-12-19 00:00:00,Sunday,,,
2021-12-20 00:00:00,Monday,114.62,112.62,113.62
2021-12-21 00:00:00,Thuesday,114.67,112.67,113.67
2021-12-22 00:00:00,Wednesday,115.18,113.18,114.18
2021-12-23 00:00:00,Thursday,115.23,113.23,114.23
2021-12-24 00:00:00,Friday,115.5,113.5,114.5
2021-12-25 00:00:00,Saturday,,,
2021-12-26 00:00:00,Sunday,,,
2021-12-27 00:00:00,Monday,115.42,113.42,114.42
2021-12-28 00:00:00,Thuesday,115.95,113.95,114.95
2021-12-29 00:00:00,Wednesday,115.89,113.89,114.89
2021-12-30 00:00:00,Thursday,116.02,114.02,115.02
2021-12-31 00:00:00,Friday,,,
2022-01-01 00:00:00,Saturday,,,
2022-01-02 00:00:00,Sunday,,,
2022-01-03 00:00:00,Monday,,,
2022-01-04 00:00:00,Thuesday,116.44,114.44,115.44
2022-01-05 00:00:00,Wednesday,117.21,115.21,116.21
2022-01-06 00:00:00,Thursday,117.05,115.05,116.05
2022-01-07 00:00:00,Friday,116.98,114.98,115.98
2022-01-08 00:00:00,Saturday,,,
2022-01-09 00:00:00,Sunday,,,
2022-01-10 00:00:00,Monday,,,
2022-01-11 00:00:00,Thuesday,116.34,114.34,115.34
2022-01-12 00:00:00,Wednesday,116.34,114.34,115.34
2022-01-13 00:00:00,Thursday,115.65,113.65,114.65
2022-01-14 00:00:00,Friday,115.11,113.11,114.11
2022-01-15 00:00:00,Saturday,,,
2022-01-16 00:00:00,Sunday,,,
2022-01-17 00:00:00,Monday,115.34,113.34,114.34
2022-01-18 00:00:00,Thuesday,115.56,113.56,114.56
2022-01-19 00:00:00,Wednesday,115.72,113.72,114.72
2022-01-20 00:00:00,Thursday,115.31,113.31,114.31
2022-01-21 00:00:00,Friday,114.84,112.84,113.84
2022-01-22 00:00:00,Saturday,,,
2022-01-23 00:00:00,Sunday,,,
2022-01-24 00:00:00,Monday,114.86,112.86,113.86
2022-01-25 00:00:00,Thuesday,115.01,113.01,114.01
2022-01-26 00:00:00,Wednesday,114.84,112.84,113.84
2022-01-27 00:00:00,Thursday,115.64,113.64,114.64
2022-01-28 00:00:00,Friday,116.46,114.46,115.46
2022-01-29 00:00:00,Saturday,,,
2022-01-30 00:00:00,Sunday,,,
2022-01-31 00:00:00,Monday,116.44,114.44,115.44
2022-02-01 00:00:00,Thuesday,116.16,114.16,115.16
2022-02-02 00:00:00,Wednesday,115.71,113.71,114.71
2022-02-03 00:00:00,Thursday,115.46,113.46,114.46
2022-02-04 00:00:00,Friday,116.01,114.01,115.01
2022-02-05 00:00:00,Saturday,,,
2022-02-06 00:00:00,Sunday,,,
2022-02-07 00:00:00,Monday,116.26,114.26,115.26
2022-02-08 00:00:00,Thuesday,116.3,114.3,115.3
2022-02-09 00:00:00,Wednesday,116.56,114.56,115.56
2022-02-10 00:00:00,Thursday,116.61,114.61,115.61
2022-02-11 00:00:00,Friday,,,
2022-02-12 00:00:00,Saturday,,,
2022-02-13 00:00:00,Sunday,,,
2022-02-14 00:00:00,Monday,116.43,114.43,115.43
2022-02-15 00:00:00,Thuesday,116.42,114.42,115.42
2022-02-16 00:00:00,Wednesday,116.7,114.7,115.7
2022-02-17 00:00:00,Thursday,116.48,114.48,115.48
2022-02-18 00:00:00,Friday,115.95,113.95,114.95
2022-02-19 00:00:00,Saturday,,,
2022-02-20 00:00:00,Sunday,,,
2022-02-21 00:00:00,Monday,116.06,114.06,115.06
2022-02-22 00:00:00,Thuesday,115.79,113.79,114.79
2022-02-23 00:00:00,Wednesday,,,
2022-02-24 00:00:00,Thursday,115.95,113.95,114.95
2022-02-25 00:00:00,Friday,116.57,114.57,115.57
2022-02-26 00:00:00,Saturday,,,
2022-02-27 00:00:00,Sunday,,,
2022-02-28 00:00:00,Monday,116.55,114.55,115.55
2022-03-01 00:00:00,Thuesday,116.28,114.28,115.28
2022-03-02 00:00:00,Wednesday,116.01,114.01,115.01
2022-03-03 00:00:00,Thursday,116.63,114.63,115.63
2022-03-04 00:00:00,Friday,116.42,114.42,115.42
2022-03-05 00:00:00,Saturday,,,
2022-03-06 00:00:00,Sunday,,,
2022-03-07 00:00:00,Monday,116.02,114.02,115.02
2022-03-08 00:00:00,Thuesday,116.49,114.49,115.49
2022-03-09 00:00:00,Wednesday,116.89,114.89,115.89
2022-03-10 00:00:00,Thursday,117.01,115.01,116.01
2022-03-11 00:00:00,Friday,117.32,115.32,116.32
2022-03-12 00:00:00,Saturday,,,
2022-03-13 00:00:00,Sunday,,,
2022-03-14 00:00:00,Monday,118.61,116.61,117.61
2022-03-15 00:00:00,Thuesday,119.25,117.25,118.25
2022-03-16 00:00:00,Wednesday,119.4,117.4,118.4
2022-03-17 00:00:00,Thursday,119.99,117.99,118.99
2022-03-18 00:00:00,Friday,119.69,117.69,118.69
2022-03-19 00:00:00,Saturday,,,
2022-03-20 00:00:00,Sunday,,,
2022-03-21 00:00:00,Monday,,,
2022-03-22 00:00:00,Thuesday,121.04,119.04,120.04
2022-03-23 00:00:00,Wednesday,122.16,120.16,121.16
2022-03-24 00:00:00,Thursday,122.07,120.07,121.07
2022-03-25 00:00:00,Friday,123.07,121.07,122.07
2022-03-26 00:00:00,Saturday,,,
2022-03-27 00:00:00,Sunday,,,
2022-03-28 00:00:00,Monday,123.24,121.24,122.24
2022-03-29 00:00:00,Thuesday,125.22,123.22,124.22
2022-03-30 00:00:00,Wednesday,123.48,121.48,122.48
2022-03-31 00:00:00,Thursday,123.39,121.39,122.39
2022-04-01 00:00:00,Friday,123.2,121.2,122.2
2022-04-02 00:00:00,Saturday,,,
2022-04-03 00:00:00,Sunday,,,
2022-04-04 00:00:00,Monday,123.42,121.42,122.42
2022-04-05 00:00:00,Thuesday,123.56,121.56,122.56
2022-04-06 00:00:00,Wednesday,124.9,122.9,123.9
2022-04-07 00:00:00,Thursday,124.66,122.66,123.66
2022-04-08 00:00:00,Friday,124.79,122.79,123.79
2022-04-09 00:00:00,Saturday,,,
2022-04-10 00:00:00,Sunday,,,
2022-04-11 00:00:00,Monday,125.63,123.63,124.63
2022-04-12 00:00:00,Thuesday,126.56,124.56,125.56
2022-04-13 00:00:00,Wednesday,126.62,124.62,125.62
2022-04-14 00:00:00,Thursday,126.58,124.58,125.58
2022-04-15 00:00:00,Friday,127.37,125.37,126.37
2022-04-16 00:00:00,Saturday,,,
2022-04-17 00:00:00,Sunday,,,
2022-04-18 00:00:00,Monday,127.68,125.68,126.68
2022-04-19 00:00:00,Thuesday,128.36,126.36,127.36
2022-04-20 00:00:00,Wednesday,130.43,128.43,129.43
